v,nu,n,alpha,contam,s,KSstats,ADstats,h
5,40,1261,0.015,,,1.003099545,0.183048143,1242
5,40,1261,0.02,,,0.988551032,0.182819985,1235
5,40,1261,0.025,,,0.983294484,0.179866325,1229
5,40,1261,0.05,,,0.960144413,0.166170672,1198
5,40,1261,0.075,,,0.936915902,0.15902581,1166
5,40,1261,0.1,,,0.923015254,0.155705182,1135
5,40,1261,0.125,,,0.911366046,0.151376925,1104
5,40,1261,0.15,,,0.922608476,0.151311839,1072
5,40,1261,0.175,,,0.936858971,0.15117078,1041
5,40,1261,0.2,,,0.955327844,0.15574423,1009
5,40,1261,0.225,,,0.98980289,0.163100366,978
5,40,1261,0.25,,,1.019754672,0.171586991,947
5,40,1261,0.375,,,1.267422487,0.279556275,790
5,40,1261,0.5,,,1.599608238,0.569015982,633
5,40,1588,0,,,1.035592042,0.202126631,1588
5,40,1588,0.005,,,1.024310655,0.195343134,1580
5,40,1588,0.01,,,1.008852362,0.191448065,1572
5,40,1588,0.015,,,1.005114484,0.18819254,1564
5,40,1588,0.02,,,0.998876608,0.186317926,1556
5,40,1588,0.025,,,0.989809287,0.183484571,1548
5,40,1588,0.05,,,0.97182808,0.170629151,1508
5,40,1588,0.075,,,0.948521143,0.166372372,1469
5,40,1588,0.1,,,0.93404201,0.161558761,1429
5,40,1588,0.125,,,0.928614766,0.159525423,1390
5,40,1588,0.15,,,0.928799749,0.157465633,1350
5,40,1588,0.175,,,0.922360158,0.157682807,1311
5,40,1588,0.2,,,0.944329115,0.160857693,1271
5,40,1588,0.225,,,0.973499501,0.165320745,1232
5,40,1588,0.25,,,1.000908352,0.175430104,1192
5,40,1588,0.375,,,1.235278398,0.268900697,994
5,40,1588,0.5,,,1.533571073,0.517463317,797
5,40,2000,0,,,1.037568506,0.201838866,2000
5,40,2000,0.005,,,1.024728543,0.1947713,1990
5,40,2000,0.01,,,1.014915245,0.190429858,1980
5,40,2000,0.015,,,1.007067999,0.18765104,1970
5,40,2000,0.02,,,1.000555137,0.185478989,1960
5,40,2000,0.025,,,1.002260805,0.182541794,1950
5,40,2000,0.05,,,0.96370236,0.171007192,1900
5,40,2000,0.075,,,0.951380065,0.162728462,1850
5,40,2000,0.1,,,0.930985769,0.158562618,1800
5,40,2000,0.125,,,0.922469139,0.156455801,1750
5,40,2000,0.15,,,0.919032081,0.15380772,1700
5,40,2000,0.175,,,0.920790915,0.15359024,1651
5,40,2000,0.2,,,0.937588879,0.157423943,1601
5,40,2000,0.225,,,0.956801616,0.160740457,1551
5,40,2000,0.25,,,0.978336005,0.167051146,1501
5,40,2000,0.375,,,1.193063546,0.248632398,1252
5,40,2000,0.5,,,1.481551035,0.473068959,1003
5,50,50,0,,,0.919599915,0.187028659,50
5,50,50,0.005,,,0.950632204,0.198145965,49
5,50,50,0.01,,,0.920024134,0.184156248,49
5,50,50,0.015,,,0.90417957,0.17682179,49
5,50,50,0.02,,,0.890926928,0.173082154,49
5,50,50,0.025,,,0.976926214,0.184467409,48
5,50,50,0.05,,,1.047343394,0.174364174,47
5,50,50,0.075,,,1.162617971,0.182420976,46
5,50,50,0.1,,,1.294630936,0.194471923,45
5,50,50,0.125,,,1.414892038,0.225745473,44
5,50,50,0.15,,,1.560828356,0.267290486,43
5,50,50,0.175,,,1.674114209,0.324233271,42
5,50,50,0.2,,,1.831453723,0.393716114,41
5,50,50,0.225,,,1.956909698,0.485735573,40
5,50,50,0.25,,,2.087217647,0.595938027,39
5,50,50,0.375,,,3.633909767,2.410515208,33
5,50,50,0.5,,,5.823260666,7.667989273,28
5,50,63,0,,,0.928883443,0.185918367,63
5,50,63,0.005,,,0.948570738,0.191942225,62
5,50,63,0.01,,,0.91693729,0.178398152,62
5,50,63,0.015,,,0.901883381,0.171413224,62
5,50,63,0.02,,,0.920418491,0.177545803,61
5,50,63,0.025,,,0.90739094,0.173291052,61
5,50,63,0.05,,,0.906393254,0.16257148,60
5,50,63,0.075,,,1.060522706,0.166243426,58
5,50,63,0.1,,,1.121413111,0.177627091,57
5,50,63,0.125,,,1.352227276,0.209127876,55
5,50,63,0.15,,,1.405742127,0.234263823,54
5,50,63,0.175,,,1.653539024,0.31291535,52
5,50,63,0.2,,,1.717678355,0.358631921,51
5,50,63,0.225,,,1.970760245,0.501909826,49
5,50,63,0.25,,,2.037854075,0.578406833,48
5,50,63,0.375,,,3.070627162,1.784452816,41
5,50,63,0.5,,,5.262217996,6.622247486,34
5,50,79,0,,,0.941847542,0.179878555,79
5,50,79,0.005,,,0.961607571,0.186634778,78
5,50,79,0.01,,,0.927392338,0.175727673,78
5,50,79,0.015,,,0.93662429,0.18130595,77
5,50,79,0.02,,,0.916220172,0.170320841,77
5,50,79,0.025,,,0.90464599,0.166729406,77
5,50,79,0.05,,,0.923963009,0.163152908,75
5,50,79,0.075,,,0.984253971,0.16348633,73
5,50,79,0.1,,,1.093103209,0.169590144,71
5,50,79,0.125,,,1.24278668,0.190930719,69
5,50,79,0.15,,,1.397720239,0.220707355,67
5,50,79,0.175,,,1.392446941,0.240423353,66
5,50,79,0.2,,,1.537518082,0.296697983,64
5,50,79,0.225,,,1.720782449,0.37110393,62
5,50,79,0.25,,,1.884359693,0.479274239,60
5,50,79,0.375,,,2.767787368,1.456878777,51
5,50,79,0.5,,,4.591836803,5.172028521,42
5,50,100,0,,,0.973515177,0.193829705,100
5,50,100,0.005,,,0.969608004,0.191530271,99
5,50,100,0.01,,,0.94659855,0.184669517,99
5,50,100,0.015,,,0.945501768,0.186393282,98
5,50,100,0.02,,,0.939570327,0.179291622,98
5,50,100,0.025,,,0.925998004,0.17931324,97
5,50,100,0.05,,,0.911536724,0.165306026,95
5,50,100,0.075,,,0.957996778,0.16320873,92
5,50,100,0.1,,,1.016298663,0.168587339,90
5,50,100,0.125,,,1.09132265,0.17790737,88
5,50,100,0.15,,,1.25744277,0.203835637,85
5,50,100,0.175,,,1.344225633,0.225891749,83
5,50,100,0.2,,,1.410036059,0.260195834,81
5,50,100,0.225,,,1.603069671,0.334794785,78
5,50,100,0.25,,,1.664978403,0.389962525,76
5,50,100,0.375,,,2.494153051,1.203013376,64
5,50,100,0.5,,,3.789872105,3.595366481,53
5,50,126,0,,,0.988644418,0.192422158,126
5,50,126,0.005,,,0.97103082,0.190369886,125
5,50,126,0.01,,,0.975403378,0.189903137,124
5,50,126,0.015,,,0.947890522,0.178459941,124
5,50,126,0.02,,,0.938056628,0.177340673,123
5,50,126,0.025,,,0.933192412,0.173485475,123
5,50,126,0.05,,,0.910951718,0.165034344,120
5,50,126,0.075,,,0.92157326,0.162124665,117
5,50,126,0.1,,,0.951642215,0.163353469,114
5,50,126,0.125,,,1.009345039,0.16727014,111
5,50,126,0.15,,,1.096567536,0.178559997,108
5,50,126,0.175,,,1.189927833,0.196092195,105
5,50,126,0.2,,,1.276756119,0.226957106,102
5,50,126,0.225,,,1.379561076,0.266054738,99
5,50,126,0.25,,,1.482927946,0.316532156,96
5,50,126,0.375,,,2.148304728,0.887618627,81
5,50,126,0.5,,,3.327838337,2.877114062,66
5,50,158,0,,,0.96824336,0.185580947,158
5,50,158,0.005,,,0.960492095,0.183382077,157
5,50,158,0.01,,,0.948922363,0.178157037,156
5,50,158,0.015,,,0.956955127,0.177104975,155
5,50,158,0.02,,,0.941858709,0.175598287,154
5,50,158,0.025,,,0.938007954,0.170983504,154
5,50,158,0.05,,,0.917659215,0.160722722,150
5,50,158,0.075,,,0.914602425,0.156978981,146
5,50,158,0.1,,,0.948578113,0.157115561,142
5,50,158,0.125,,,0.991523398,0.163584639,139
5,50,158,0.15,,,1.059803404,0.17489325,135
5,50,158,0.175,,,1.143719233,0.192113858,131
5,50,158,0.2,,,1.245934748,0.214185601,127
5,50,158,0.225,,,1.373411999,0.258121931,123
5,50,158,0.25,,,1.419180185,0.285902863,120
5,50,158,0.375,,,1.991098045,0.761786895,101
5,50,158,0.5,,,2.966513508,2.248281666,82
5,50,199,0,,,0.99399088,0.198628636,199
5,50,199,0.005,,,0.983110027,0.190524766,198
5,50,199,0.01,,,0.974965602,0.185392367,197
5,50,199,0.015,,,0.969709948,0.181150924,196
5,50,199,0.02,,,0.960207622,0.178043446,195
5,50,199,0.025,,,0.949883003,0.175453788,194
5,50,199,0.05,,,0.923153917,0.169174153,189
5,50,199,0.075,,,0.926251439,0.164601437,184
5,50,199,0.1,,,0.945662194,0.162074841,179
5,50,199,0.125,,,1.004241383,0.165409008,174
5,50,199,0.15,,,1.074887842,0.174637745,169
5,50,199,0.175,,,1.105973734,0.185844457,165
5,50,199,0.2,,,1.184795364,0.207650158,160
5,50,199,0.225,,,1.264528737,0.233074151,155
5,50,199,0.25,,,1.371359007,0.275110505,150
5,50,199,0.375,,,1.888201071,0.675097149,126
5,50,199,0.5,,,2.737333166,1.976374422,102
5,50,251,0,,,1.009607719,0.200402194,251
5,50,251,0.005,,,0.999469477,0.196930517,249
5,50,251,0.01,,,0.987153525,0.189037792,248
5,50,251,0.015,,,0.979429373,0.185198842,247
5,50,251,0.02,,,0.969388559,0.179261411,246
5,50,251,0.025,,,0.97476532,0.180285018,244
5,50,251,0.05,,,0.940625553,0.17239656,238
5,50,251,0.075,,,0.919667489,0.167428658,232
5,50,251,0.1,,,0.91883848,0.162659614,226
5,50,251,0.125,,,0.959043923,0.166311146,220
5,50,251,0.15,,,0.998387854,0.169790728,214
5,50,251,0.175,,,1.084425296,0.181044901,207
5,50,251,0.2,,,1.151472381,0.197615406,201
5,50,251,0.225,,,1.234536352,0.222022752,195
5,50,251,0.25,,,1.306580298,0.252071154,189
5,50,251,0.375,,,1.786750537,0.609137213,158
5,50,251,0.5,,,2.461577517,1.566548515,128
5,50,316,0,,,0.995745863,0.18947702,316
5,50,316,0.005,,,0.977592642,0.187062384,314
5,50,316,0.01,,,0.978043023,0.184357893,312
5,50,316,0.015,,,0.966629522,0.177892178,311
5,50,316,0.02,,,0.959575861,0.175640908,309
5,50,316,0.025,,,0.957973654,0.172046815,308
5,50,316,0.05,,,0.934361579,0.162219304,300
5,50,316,0.075,,,0.907413003,0.157329106,292
5,50,316,0.1,,,0.904302031,0.155790788,285
5,50,316,0.125,,,0.932602231,0.154842675,277
5,50,316,0.15,,,0.975378988,0.159114631,269
5,50,316,0.175,,,1.03401021,0.168438598,261
5,50,316,0.2,,,1.050783471,0.178765378,254
5,50,316,0.225,,,1.138398907,0.196455259,246
5,50,316,0.25,,,1.222660524,0.221774922,238
5,50,316,0.375,,,1.636198059,0.490218755,199
5,50,316,0.5,,,2.268555475,1.247366474,161
5,50,398,0,,,1.014735758,0.192857908,398
5,50,398,0.005,,,0.988625606,0.186755146,396
5,50,398,0.01,,,0.980218038,0.181236879,394
5,50,398,0.015,,,0.973284395,0.178354454,392
5,50,398,0.02,,,0.968163696,0.173646639,390
5,50,398,0.025,,,0.954032412,0.171556812,388
5,50,398,0.05,,,0.941708383,0.163825762,378
5,50,398,0.075,,,0.923776592,0.159680256,368
5,50,398,0.1,,,0.916494898,0.156130994,358
5,50,398,0.125,,,0.920564953,0.156553498,349
5,50,398,0.15,,,0.948012244,0.160138601,339
5,50,398,0.175,,,0.992195341,0.16377189,329
5,50,398,0.2,,,1.052829684,0.1741959,319
5,50,398,0.225,,,1.124672308,0.189659885,309
5,50,398,0.25,,,1.168409905,0.207951704,300
5,50,398,0.375,,,1.5244058,0.41973887,251
5,50,398,0.5,,,2.11873066,1.088392594,202
5,50,501,0,,,1.016521714,0.192141463,501
5,50,501,0.005,,,1.003274318,0.188154492,498
5,50,501,0.01,,,1.000501194,0.182078141,496
5,50,501,0.015,,,0.983593872,0.179443832,493
5,50,501,0.02,,,0.978975418,0.176962646,491
5,50,501,0.025,,,0.963933578,0.174587794,488
5,50,501,0.05,,,0.947602593,0.167177535,476
5,50,501,0.075,,,0.924268729,0.158835425,463
5,50,501,0.1,,,0.925925458,0.156441685,451
5,50,501,0.125,,,0.935992461,0.157420329,439
5,50,501,0.15,,,0.953640972,0.157467263,426
5,50,501,0.175,,,0.976919512,0.165091708,414
5,50,501,0.2,,,1.023639292,0.17417013,401
5,50,501,0.225,,,1.077205769,0.186533574,389
5,50,501,0.25,,,1.126027894,0.200899349,377
5,50,501,0.375,,,1.481923329,0.413698492,315
5,50,501,0.5,,,2.032834892,0.997781835,253
5,50,632,0,,,1.030888686,0.202164212,632
5,50,632,0.005,,,1.021028421,0.195449712,628
5,50,632,0.01,,,1.010412064,0.189500396,625
5,50,632,0.015,,,0.996668541,0.187780403,622
5,50,632,0.02,,,0.987878797,0.183445874,619
5,50,632,0.025,,,0.979153969,0.180027988,616
5,50,632,0.05,,,0.957665436,0.169084667,600
5,50,632,0.075,,,0.934012242,0.160636405,585
5,50,632,0.1,,,0.9215606,0.159243089,569
5,50,632,0.125,,,0.933694669,0.157264279,553
5,50,632,0.15,,,0.944257191,0.158538047,538
5,50,632,0.175,,,0.972442699,0.162424449,522
5,50,632,0.2,,,1.01000772,0.168724246,506
5,50,632,0.225,,,1.040753358,0.176547544,491
5,50,632,0.25,,,1.101913248,0.191550281,475
5,50,632,0.375,,,1.406459407,0.349567453,397
5,50,632,0.5,,,1.829485662,0.806402695,319
5,50,795,0,,,1.033256891,0.199356187,795
5,50,795,0.005,,,1.017917439,0.192011126,791
5,50,795,0.01,,,1.010277852,0.186441402,787
5,50,795,0.015,,,1.000384519,0.183180192,783
5,50,795,0.02,,,0.994918532,0.181092278,779
5,50,795,0.025,,,0.987855356,0.180212861,775
5,50,795,0.05,,,0.961881057,0.168471598,755
5,50,795,0.075,,,0.931603603,0.162905508,735
5,50,795,0.1,,,0.925338518,0.158452019,716
5,50,795,0.125,,,0.91872682,0.155318694,696
5,50,795,0.15,,,0.922306364,0.153149501,676
5,50,795,0.175,,,0.950014792,0.154728629,656
5,50,795,0.2,,,0.97563542,0.160715533,637
5,50,795,0.225,,,1.006018065,0.166117545,617
5,50,795,0.25,,,1.068618521,0.180197302,597
5,50,795,0.375,,,1.368848836,0.337522631,498
5,50,795,0.5,,,1.780358924,0.729301699,400
5,50,1001,0,,,1.033619672,0.201970836,1001
5,50,1001,0.005,,,1.022687308,0.192948788,996
5,50,1001,0.01,,,1.008518436,0.185579645,991
5,50,1001,0.015,,,0.993134817,0.182045591,986
5,50,1001,0.02,,,0.985610214,0.179567929,981
5,50,1001,0.025,,,0.98049859,0.176868335,976
5,50,1001,0.05,,,0.954792381,0.167051239,951
5,50,1001,0.075,,,0.933735309,0.162942822,926
5,50,1001,0.1,,,0.920638139,0.158889336,901
5,50,1001,0.125,,,0.920367512,0.157306229,876
5,50,1001,0.15,,,0.915978715,0.154776493,851
5,50,1001,0.175,,,0.945229214,0.157410852,826
5,50,1001,0.2,,,0.96844507,0.163501985,801
5,50,1001,0.225,,,1.010181042,0.171677426,776
5,50,1001,0.25,,,1.038910405,0.18006346,752
5,50,1001,0.375,,,1.32949999,0.309089275,627
5,50,1001,0.5,,,1.692965681,0.653546005,503
5,50,1261,0,,,1.033583082,0.196826499,1261
5,50,1261,0.005,,,1.015147976,0.190767502,1254
5,50,1261,0.01,,,1.000226387,0.187168384,1248
5,50,1261,0.015,,,0.99898806,0.184302183,1242
5,50,1261,0.02,,,0.992386658,0.182693176,1235
5,50,1261,0.025,,,0.99107827,0.178596512,1229
5,50,1261,0.05,,,0.948194637,0.167854317,1198
5,50,1261,0.075,,,0.928529426,0.15832854,1166
5,50,1261,0.1,,,0.910800387,0.153587577,1135
5,50,1261,0.125,,,0.912018349,0.151799331,1104
5,50,1261,0.15,,,0.913903477,0.150844223,1072
5,50,1261,0.175,,,0.93300203,0.15340461,1041
5,50,1261,0.2,,,0.951366238,0.156289025,1009
5,50,1261,0.225,,,0.979465693,0.162105397,978
5,50,1261,0.25,,,1.022505361,0.169880483,947
5,50,1261,0.375,,,1.272830029,0.285327678,790
5,50,1261,0.5,,,1.61723248,0.593550782,633
5,50,1588,0,,,1.034740684,0.196301846,1588
5,50,1588,0.005,,,1.026295347,0.189648274,1580
5,50,1588,0.01,,,1.009345122,0.185165138,1572
5,50,1588,0.015,,,0.997913036,0.181919752,1564
5,50,1588,0.02,,,0.999525088,0.180232808,1556
5,50,1588,0.025,,,0.996002388,0.178427203,1548
5,50,1588,0.05,,,0.956480591,0.170836968,1508
5,50,1588,0.075,,,0.941299163,0.16420517,1469
5,50,1588,0.1,,,0.929309979,0.160618938,1429
5,50,1588,0.125,,,0.927613643,0.158595152,1390
5,50,1588,0.15,,,0.923223442,0.155895055,1350
5,50,1588,0.175,,,0.925149635,0.157127696,1311
5,50,1588,0.2,,,0.945138666,0.159589196,1271
5,50,1588,0.225,,,0.97358586,0.16407115,1232
5,50,1588,0.25,,,1.007050912,0.172871974,1192
5,50,1588,0.375,,,1.233238396,0.2712363,994
5,50,1588,0.5,,,1.558233101,0.522659277,797
5,50,2000,0,,,1.018427457,0.19523112,2000
5,50,2000,0.005,,,1.001329881,0.189112678,1990
5,50,2000,0.01,,,0.99562649,0.184629713,1980
5,50,2000,0.015,,,0.993901832,0.183040556,1970
5,50,2000,0.02,,,0.98803469,0.18036471,1960
5,50,2000,0.025,,,0.984605577,0.176666781,1950
5,50,2000,0.05,,,0.958836654,0.166900644,1900
5,50,2000,0.075,,,0.942098123,0.160251485,1850
5,50,2000,0.1,,,0.92860353,0.155218873,1800
5,50,2000,0.125,,,0.918458008,0.15195277,1750
5,50,2000,0.15,,,0.912405671,0.151889085,1700
5,50,2000,0.175,,,0.921363346,0.155167979,1651
5,50,2000,0.2,,,0.928429151,0.154579091,1601
5,50,2000,0.225,,,0.946497827,0.16117441,1551
5,50,2000,0.25,,,0.986394462,0.168630401,1501
5,50,2000,0.375,,,1.211471209,0.259060162,1252
5,50,2000,0.5,,,1.508232439,0.489345387,1003
6,0,50,0,,,0.014538404,4.63686E-05,50
6,0,50,0.005,,,0.015422868,4.88137E-05,49
6,0,50,0.01,,,0.015080811,4.64808E-05,49
6,0,50,0.015,,,0.014783015,4.52313E-05,49
6,0,50,0.02,,,0.014743355,4.49518E-05,49
6,0,50,0.025,,,0.017114461,4.72767E-05,48
6,0,50,0.05,,,0.019687895,4.84425E-05,47
6,0,50,0.075,,,0.022674449,5.29018E-05,46
6,0,50,0.1,,,0.025746177,6.32754E-05,45
6,0,50,0.125,,,0.028750524,8.1149E-05,44
6,0,50,0.15,,,0.031410157,0.000101095,43
6,0,50,0.175,,,0.034343359,0.000128584,42
6,0,50,0.2,,,0.037314916,0.000164812,41
6,0,50,0.225,,,0.040600224,0.000208444,40
6,0,50,0.25,,,0.044171397,0.000260268,39
6,0,50,0.375,,,0.07973749,0.001190304,33
6,0,50,0.5,,,0.135723379,0.00430367,28
6,0,63,0,,,0.014710171,4.58648E-05,63
6,0,63,0.005,,,0.015041241,4.70979E-05,62
6,0,63,0.01,,,0.014715085,4.52883E-05,62
6,0,63,0.015,,,0.01452696,4.47177E-05,62
6,0,63,0.02,,,0.015162929,4.55508E-05,61
6,0,63,0.025,,,0.014965871,4.40484E-05,61
6,0,63,0.05,,,0.016169696,4.46279E-05,60
6,0,63,0.075,,,0.020521144,4.87896E-05,58
6,0,63,0.1,,,0.022129665,5.43692E-05,57
6,0,63,0.125,,,0.023667103,6.34137E-05,56
6,0,63,0.15,,,0.028120825,8.5724E-05,54
6,0,63,0.175,,,0.029824523,0.000100231,53
6,0,63,0.2,,,0.034842642,0.000141175,51
6,0,63,0.225,,,0.036813176,0.000169502,50
6,0,63,0.25,,,0.038132739,0.000198687,49
6,0,63,0.375,,,0.061509405,0.000711283,42
6,0,63,0.5,,,0.107277253,0.002754257,35
6,0,79,0,,,0.015229764,4.78739E-05,79
6,0,79,0.005,,,0.015271726,4.90253E-05,78
6,0,79,0.01,,,0.014965202,4.75583E-05,78
6,0,79,0.015,,,0.015245663,4.8171E-05,77
6,0,79,0.02,,,0.015085192,4.65973E-05,77
6,0,79,0.025,,,0.015183653,4.64621E-05,77
6,0,79,0.05,,,0.015670576,4.4781E-05,75
6,0,79,0.075,,,0.017943377,4.76599E-05,73
6,0,79,0.1,,,0.020927775,5.2421E-05,71
6,0,79,0.125,,,0.021624748,5.78027E-05,70
6,0,79,0.15,,,0.024515765,6.98437E-05,68
6,0,79,0.175,,,0.027498661,8.58455E-05,66
6,0,79,0.2,,,0.030595863,0.000113226,64
6,0,79,0.225,,,0.033684813,0.000146064,62
6,0,79,0.25,,,0.034371613,0.000162105,61
6,0,79,0.375,,,0.05307723,0.000551827,52
6,0,79,0.5,,,0.092039186,0.002110125,43
6,0,100,0,,,0.015405939,4.78366E-05,100
6,0,100,0.005,,,0.01532771,4.70906E-05,99
6,0,100,0.01,,,0.015174114,4.60356E-05,99
6,0,100,0.015,,,0.015131986,4.60451E-05,98
6,0,100,0.02,,,0.01501449,4.55175E-05,98
6,0,100,0.025,,,0.015167475,4.55589E-05,97
6,0,100,0.05,,,0.015228158,4.52702E-05,95
6,0,100,0.075,,,0.017319203,4.62993E-05,92
6,0,100,0.1,,,0.018939993,4.78352E-05,90
6,0,100,0.125,,,0.020691674,5.34645E-05,88
6,0,100,0.15,,,0.024110325,6.57909E-05,85
6,0,100,0.175,,,0.02582399,7.77773E-05,83
6,0,100,0.2,,,0.027403776,9.11823E-05,81
6,0,100,0.225,,,0.031068256,0.000126808,78
6,0,100,0.25,,,0.032987677,0.000152226,76
6,0,100,0.375,,,0.051071613,0.000523755,64
6,0,100,0.5,,,0.080150572,0.001666254,53
6,0,126,0,,,0.015365602,4.85439E-05,126
6,0,126,0.005,,,0.015333656,4.79388E-05,125
6,0,126,0.01,,,0.015296932,4.77297E-05,124
6,0,126,0.015,,,0.015100403,4.60046E-05,124
6,0,126,0.02,,,0.0150251,4.55268E-05,123
6,0,126,0.025,,,0.015071949,4.58298E-05,123
6,0,126,0.05,,,0.015023524,4.42505E-05,120
6,0,126,0.075,,,0.015648817,4.50019E-05,117
6,0,126,0.1,,,0.016958753,4.72094E-05,114
6,0,126,0.125,,,0.01878853,5.08377E-05,111
6,0,126,0.15,,,0.020964403,5.74845E-05,108
6,0,126,0.175,,,0.022697734,6.64108E-05,105
6,0,126,0.2,,,0.025106883,8.27135E-05,102
6,0,126,0.225,,,0.027341572,0.000100881,99
6,0,126,0.25,,,0.029846143,0.000125166,96
6,0,126,0.375,,,0.043757727,0.000380069,81
6,0,126,0.5,,,0.069427975,0.001273778,66
6,0,158,0,,,0.015870145,4.87632E-05,158
6,0,158,0.005,,,0.01558922,4.81622E-05,157
6,0,158,0.01,,,0.015533063,4.76977E-05,156
6,0,158,0.015,,,0.01537231,4.73667E-05,155
6,0,158,0.02,,,0.015316953,4.73486E-05,154
6,0,158,0.025,,,0.015258416,4.58988E-05,154
6,0,158,0.05,,,0.015163231,4.52488E-05,150
6,0,158,0.075,,,0.015554405,4.54088E-05,146
6,0,158,0.1,,,0.0170032,4.72032E-05,142
6,0,158,0.125,,,0.018013607,4.90836E-05,139
6,0,158,0.15,,,0.019982276,5.44726E-05,135
6,0,158,0.175,,,0.022111491,6.26569E-05,131
6,0,158,0.2,,,0.024148723,7.74771E-05,127
6,0,158,0.225,,,0.026582873,9.50944E-05,123
6,0,158,0.25,,,0.027618689,0.000106776,120
6,0,158,0.375,,,0.039738033,0.000315824,101
6,0,158,0.5,,,0.060553966,0.000988617,82
6,0,199,0,,,0.015869184,4.92137E-05,199
6,0,199,0.005,,,0.015803554,4.91302E-05,198
6,0,199,0.01,,,0.015790825,4.82622E-05,197
6,0,199,0.015,,,0.015602147,4.79412E-05,196
6,0,199,0.02,,,0.015563438,4.78819E-05,195
6,0,199,0.025,,,0.015467515,4.71865E-05,194
6,0,199,0.05,,,0.015103895,4.60918E-05,189
6,0,199,0.075,,,0.015291403,4.56619E-05,184
6,0,199,0.1,,,0.016535029,4.59036E-05,179
6,0,199,0.125,,,0.017195257,4.90197E-05,175
6,0,199,0.15,,,0.018968607,5.24237E-05,170
6,0,199,0.175,,,0.02062157,5.87101E-05,165
6,0,199,0.2,,,0.022422867,6.68012E-05,160
6,0,199,0.225,,,0.024401463,8.17824E-05,155
6,0,199,0.25,,,0.025120269,9.33826E-05,151
6,0,199,0.375,,,0.035496836,0.000248533,127
6,0,199,0.5,,,0.052129824,0.000721095,103
6,0,251,0,,,0.016239375,4.99579E-05,251
6,0,251,0.005,,,0.016279647,5.06066E-05,249
6,0,251,0.01,,,0.016048583,4.87454E-05,248
6,0,251,0.015,,,0.015871852,4.8103E-05,247
6,0,251,0.02,,,0.015821629,4.78143E-05,246
6,0,251,0.025,,,0.015710887,4.72797E-05,244
6,0,251,0.05,,,0.015429217,4.58667E-05,238
6,0,251,0.075,,,0.01533768,4.54737E-05,232
6,0,251,0.1,,,0.015834192,4.61233E-05,226
6,0,251,0.125,,,0.017039808,4.76913E-05,220
6,0,251,0.15,,,0.018196742,5.00734E-05,214
6,0,251,0.175,,,0.019768662,5.56801E-05,208
6,0,251,0.2,,,0.021007719,6.24764E-05,202
6,0,251,0.225,,,0.02251622,7.21484E-05,196
6,0,251,0.25,,,0.023830539,8.34622E-05,190
6,0,251,0.375,,,0.033999436,0.000223751,159
6,0,251,0.5,,,0.047651581,0.000603227,129
6,0,316,0,,,0.01624824,4.93537E-05,316
6,0,316,0.005,,,0.016025182,4.84621E-05,314
6,0,316,0.01,,,0.016023701,4.80787E-05,312
6,0,316,0.015,,,0.015792411,4.73854E-05,311
6,0,316,0.02,,,0.015702146,4.69551E-05,309
6,0,316,0.025,,,0.015623758,4.61412E-05,308
6,0,316,0.05,,,0.015244742,4.38742E-05,300
6,0,316,0.075,,,0.015202092,4.41116E-05,292
6,0,316,0.1,,,0.015433195,4.381E-05,285
6,0,316,0.125,,,0.016152224,4.45534E-05,277
6,0,316,0.15,,,0.017363299,4.65975E-05,269
6,0,316,0.175,,,0.018761838,5.10188E-05,261
6,0,316,0.2,,,0.019572556,5.54381E-05,254
6,0,316,0.225,,,0.021131158,6.43943E-05,246
6,0,316,0.25,,,0.02264068,7.67167E-05,238
6,0,316,0.375,,,0.031449265,0.000194904,199
6,0,316,0.5,,,0.043702804,0.000503902,161
6,0,398,0,,,0.016508833,5.13581E-05,398
6,0,398,0.005,,,0.016189907,5.05319E-05,396
6,0,398,0.01,,,0.016080558,4.982E-05,394
6,0,398,0.015,,,0.016034557,4.93948E-05,392
6,0,398,0.02,,,0.015981534,4.86465E-05,390
6,0,398,0.025,,,0.015855068,4.81596E-05,388
6,0,398,0.05,,,0.015539366,4.6382E-05,378
6,0,398,0.075,,,0.015239061,4.61583E-05,368
6,0,398,0.1,,,0.015374436,4.54167E-05,358
6,0,398,0.125,,,0.015911314,4.58829E-05,349
6,0,398,0.15,,,0.016986855,4.77238E-05,339
6,0,398,0.175,,,0.017991632,5.0841E-05,329
6,0,398,0.2,,,0.019332852,5.58654E-05,319
6,0,398,0.225,,,0.020837192,6.34701E-05,309
6,0,398,0.25,,,0.021490995,7.04119E-05,300
6,0,398,0.375,,,0.029318263,0.000166115,251
6,0,398,0.5,,,0.040621988,0.000435981,202
6,0,501,0,,,0.01628206,4.9252E-05,501
6,0,501,0.005,,,0.016189292,4.85864E-05,498
6,0,501,0.01,,,0.016022842,4.78087E-05,496
6,0,501,0.015,,,0.015883775,4.71286E-05,493
6,0,501,0.02,,,0.015840701,4.70563E-05,491
6,0,501,0.025,,,0.015825095,4.65568E-05,488
6,0,501,0.05,,,0.01546722,4.54377E-05,476
6,0,501,0.075,,,0.015245231,4.41712E-05,463
6,0,501,0.1,,,0.015325629,4.38139E-05,451
6,0,501,0.125,,,0.015726126,4.41616E-05,439
6,0,501,0.15,,,0.016415601,4.57447E-05,426
6,0,501,0.175,,,0.017300151,4.83751E-05,414
6,0,501,0.2,,,0.018068257,5.23499E-05,402
